pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.508057022,835,4.15,0.004972324,7,0.38968015,411,1,8,1
7.528327573,680,3.37,0.017274329,6,0.353732545,424,4,9,1
7.541529524,687,3.7,0.029274821,6,0.308392218,420,1,1,1
7.567722372,901,1.01,0.008735091,7,0.302911701,422,2,18,1
7.511683142,924,1.2,0.008015769,7,0.395956309,412,4,17,1
7.56101762,861,2.7,0.025805386,6,0.321072669,394,3,8,2
7.538160015,704,2.84,0.01870252,8,0.346170369,393,2,15,2
7.536189434,865,3.73,0.007406235,7,0.386149251,411,2,19,1
7.527731001,645,0.85,0.024719904,6,0.39047774,400,2,1,1
7.544121452,891,3.36,0.006390676,7,0.403427387,411,2,15,1
7.563675789,675,3.82,0.025186081,7,0.383917857,404,3,18,1
7.510393381,754,3.44,0.028883234,7,0.406773743,427,1,17,1
7.536700984,748,1.88,0.008463119,8,0.328498423,412,1,9,1
7.548520621,633,0.26,0.017310057,8,0.326256223,395,2,13,2
7.510598509,873,1.61,0.005729407,8,0.305876106,427,3,1,1
7.541130536,815,0.65,0.024709377,6,0.313429155,393,1,8,2
7.577571083,849,2.83,0.027916866,6,0.404872052,408,1,5,1
7.516486128,733,1.55,0.029060344,8,0.344254936,420,3,19,1
7.593503081,963,3.38,0.013486269,8,0.332192768,391,2,2,0
7.571512219,936,1.32,0.016712295,6,0.396192656,426,3,10,1
7.504343675,880,3.76,0.012282225,6,0.337009438,428,4,8,1
7.589567701,741,1.05,0.025895864,7,0.385271925,424,2,12,1
7.567144364,668,1.52,0.005450922,6,0.337771938,390,2,5,2
7.560285801,956,3.37,0.013458614,7,0.37656432,412,2,12,1
7.5213844,899,4.18,0.013154244,7,0.357967225,413,1,4,1
7.570800539,897,2.81,0.005750946,8,0.361044197,413,4,2,1
7.550855424,934,2.52,0.013052898,7,0.32720752,390,1,12,0
7.539128235,920,2.1,0.029456906,6,0.328707053,420,4,17,1
7.585174836,878,1.31,0.00782917,7,0.376572414,397,2,13,2
7.522014568,683,1.02,0.015891626,8,0.308354102,393,1,17,2
7.519360363,674,0.63,0.005249586,6,0.403801673,417,4,3,1
7.589482683,937,0.45,0.003881371,8,0.332976819,420,1,12,1
7.559699472,786,3.64,0.016247146,7,0.327878756,410,2,2,1
7.53090861,788,1.25,0.004156646,7,0.409370386,398,1,18,0
7.516640901,882,2.61,0.004476905,7,0.378048208,397,2,4,0
7.562305431,978,3.27,0.014352494,6,0.378577881,394,3,7,0
7.542532766,683,2.32,0.007104797,7,0.352394015,420,2,9,1
7.544144621,854,0.8,0.001117307,8,0.390423286,399,1,18,0
7.540904041,827,0.99,0.000497088,7,0.378469895,391,3,2,0
7.530591197,624,1.62,0.008519881,8,0.368056972,427,4,8,1
7.547433484,808,3.24,0.024303278,8,0.31823302,400,1,15,1
7.506938229,902,3.29,0.012703263,7,0.371024572,409,3,2,1
7.553530029,666,3.99,0.019596869,6,0.39858984,409,1,1,1
7.528648364,943,2.53,0.003305946,8,0.361897107,400,4,8,1
7.54639982,936,3.62,0.003970299,8,0.407461117,406,1,19,1
7.578120024,756,3.82,0.005926642,7,0.356136866,393,2,6,2
7.524864013,778,1.27,0.028038723,6,0.334679822,430,2,4,1
7.542773703,813,4.07,0.018741974,6,0.355573648,423,3,18,1
7.505138884,680,2.47,0.004338981,6,0.364937843,416,1,15,1
7.565193058,662,2.73,0.000256318,8,0.311425822,399,4,3,0
7.572148965,887,2.03,0.023989903,7,0.305132714,404,3,5,1
7.504477187,811,0.41,0.016661991,6,0.404275094,401,4,11,1
7.539184253,786,3.76,0.004747763,7,0.397650962,418,4,5,1
7.501158449,966,0.51,0.021492353,7,0.409041659,399,3,11,0
7.514314807,952,4.15,0.003483013,7,0.388269256,428,3,20,1
7.587284406,787,1.5,0.010548534,6,0.322277549,406,1,8,1
7.573137356,918,0.88,0.029414178,8,0.335960166,427,1,20,1
7.507117898,650,0.25,0.014758819,6,0.401203425,395,2,10,0
7.512665445,802,3.77,0.006662422,6,0.304206411,398,1,9,2
7.599433796,706,2.31,0.016303427,7,0.318131719,421,1,5,1
7.575461706,789,1.99,0.027281115,6,0.397139731,424,1,5,1
7.574945838,970,0.44,0.018350682,6,0.332580305,391,3,7,0
7.586006037,667,2.22,0.0126454,8,0.332858263,391,1,17,2
7.531261722,801,2.02,0.028422878,8,0.323666168,407,4,2,1
7.525202785,865,3.61,0.021477101,8,0.380162717,419,3,18,1
7.500906127,872,2.17,0.001971367,8,0.384004361,401,3,16,1
7.592403541,655,1.2,0.009120124,8,0.406411802,428,4,14,1
7.565397051,784,2.44,0.004635541,8,0.348985136,395,2,11,0
7.595052066,962,0.35,0.007556232,6,0.334288058,421,4,8,1
7.580575885,748,2.16,0.022192332,6,0.379423392,415,1,16,1
7.571496073,762,3.32,0.006790475,7,0.365589749,420,3,5,1
7.54359109,843,0.46,0.021944031,7,0.374133198,414,3,5,1
7.591305078,873,0.62,0.027518296,6,0.327946359,397,2,11,2
7.585968176,759,1.93,0.023443214,7,0.346169817,415,4,4,1
7.51427668,810,1.85,0.001960121,7,0.370395464,402,2,12,1
7.596646535,960,1.1,0.012657674,7,0.347194561,417,4,6,1
7.50091733,937,0.51,0.013473333,6,0.327551318,417,3,5,1
7.595840321,694,0.93,0.010714782,6,0.403425167,394,1,8,0
7.517903291,812,2,0.005391892,6,0.315228916,420,1,16,1
7.547528711,864,3,0.005996857,8,0.324787101,409,2,1,1
7.596866477,961,3.42,0.029491815,7,0.399004185,396,2,12,0
7.575893297,633,3.13,0.023742658,8,0.402689941,392,2,8,0
7.588165298,916,3.23,0.011274028,8,0.349059876,427,2,8,1
7.572991677,789,1.95,0.029603854,8,0.365281488,393,4,10,2
7.512500283,750,2.19,0.012995784,8,0.341969828,410,1,9,1
7.594544709,682,3.41,0.01886819,7,0.367269042,422,4,4,1
7.573288868,870,1.47,0.017658538,8,0.399793341,430,2,12,1
7.577281489,895,4.11,0.002967018,8,0.380274017,405,1,1,1
7.561444602,901,2.81,0.001825524,7,0.36966362,393,1,8,0
7.514118874,723,3.81,0.00945898,7,0.358465835,425,2,14,1
7.590970778,880,2.88,0.022459356,7,0.381457859,391,1,7,2
7.521368584,704,0.79,0.014963898,8,0.33480258,402,1,18,1
7.522501885,838,0.95,0.027268148,8,0.366732696,399,1,2,2
7.543496206,731,2.32,0.026739142,7,0.315342991,390,4,9,2
7.503710413,915,2.47,0.001550264,8,0.307268531,398,1,12,0
7.527378645,770,2.01,0.000330693,7,0.32541867,413,4,16,1
7.571485899,718,2.37,0.017434651,7,0.407993596,418,3,13,1
7.50243,780,2.93,0.02850709,8,0.328415268,416,4,17,1
7.539152848,669,1.63,0.024574548,7,0.317301669,419,1,20,1
7.585010467,660,3.14,0.016715102,6,0.32661982,406,1,13,1
7.518412423,641,0.67,0.026329459,8,0.379138248,427,2,3,1
7.50940365,947,0.15,0.015356453,7,0.311239419,403,3,13,1
7.584200614,917,2.48,0.012617903,6,0.310845657,422,3,3,1
7.532373818,932,1.71,0.009790675,7,0.314912718,407,4,11,1
7.564349783,978,3.84,0.016326197,8,0.353035983,413,3,1,1
7.59524418,787,2.28,0.014310668,7,0.354423358,401,3,17,1
7.554187376,893,2.92,0.002992282,6,0.392746529,407,4,16,1
7.514288192,671,1.57,0.014769755,7,0.366483274,394,1,18,2
7.538243991,717,2.88,0.006318155,6,0.402022103,390,2,15,0
7.570947595,702,3.67,0.018870924,6,0.305138159,400,2,10,1
7.501982651,768,0.43,0.020806377,7,0.405549459,416,3,3,1
7.56612314,929,1.04,0.010592168,8,0.397145287,409,3,1,1
7.51266133,686,2.96,0.020094959,7,0.304633309,409,3,3,1
7.567121112,638,3.78,0.015085737,6,0.32863129,409,2,15,1
7.53306693,928,0.4,0.016157534,8,0.374212422,403,3,3,1
7.568399641,658,2.42,0.008475806,8,0.305411513,422,2,14,1
7.545625007,802,1.5,0.015718219,8,0.303276071,416,2,4,1
7.504425439,687,1.35,0.016507416,6,0.382615603,409,1,12,1
7.53502916,683,0.1,0.002067903,6,0.373269277,407,1,11,1
7.512214928,634,1.35,0.019630364,8,0.37792219,404,1,11,1
7.551760239,672,2.14,0.01158577,8,0.322999203,411,4,12,1
7.566551649,901,3.03,0.000975632,6,0.407458999,421,2,14,1
7.505933143,889,2.1,0.023215074,8,0.320592628,424,2,8,1
7.594815848,715,1.81,0.028156665,7,0.366124579,406,2,3,1
7.532317979,865,3.07,0.013588554,6,0.314873391,410,2,9,1
7.587707735,670,3,0.017298667,8,0.367649323,418,1,14,1
7.569968382,747,0.68,0.020293637,8,0.37055534,392,2,10,2
7.569127486,721,3.61,0.021461293,7,0.322008973,415,3,9,1
7.548462527,870,3.44,0.021498972,6,0.331436954,412,4,6,1
7.526030688,801,3.7,0.013162714,8,0.330516277,404,4,18,1
7.510589354,795,3.37,0.017738489,7,0.404013376,395,1,20,0
7.512906151,647,1.04,0.029026426,6,0.392209277,421,3,15,1
7.592162631,809,3.2,0.011401204,6,0.403932464,396,2,7,0
7.522368368,808,1.25,0.019517085,7,0.302828826,404,1,12,1
7.515608423,684,0.64,0.011509525,8,0.392203718,428,3,20,1
7.551057907,627,4.17,0.008452147,7,0.344701524,425,4,3,1
7.559263881,783,1.66,0.020723832,6,0.37530656,407,1,12,1
7.51593455,785,1.83,0.025978108,8,0.311049239,391,2,2,2
7.584202906,935,1.41,0.017165575,8,0.371653315,399,4,4,0
7.52867038,695,1.62,0.022902041,8,0.340133623,418,3,19,1
7.512369342,753,3.18,0.003255524,7,0.355530387,413,1,11,1
7.520892832,882,0.62,0.006287164,7,0.348400021,393,3,3,2
7.56477182,908,3.53,0.016431617,8,0.353267225,403,3,17,1
7.577440051,750,3.08,0.023983298,7,0.317551319,401,4,1,1
7.544391428,927,3.81,0.00884145,8,0.301932163,407,3,1,1
7.510189373,896,2.28,0.027341534,6,0.309357414,430,1,20,1
7.554297552,949,2.13,0.01757918,7,0.321615844,428,1,5,1
7.549966501,772,0.86,0.016703751,8,0.315748755,419,3,9,1
7.572855052,641,2.1,0.028372259,6,0.336918041,406,2,20,1
7.50998627,917,1.81,0.027362145,8,0.312948086,422,2,14,1
7.568965466,665,2.66,0.027080466,6,0.376370075,429,2,1,1
7.506411277,942,0.63,0.001139307,8,0.378372266,414,1,18,1
7.555233422,674,0.11,0.027042749,8,0.343943966,394,2,15,2
7.556366244,859,2.63,0.020435687,6,0.303185512,396,2,20,2
7.54281007,943,0.13,0.007008758,6,0.362512633,411,1,1,1
7.529649759,706,1.69,0.02611777,6,0.39302591,395,2,19,2
7.593433544,649,0.3,0.007857599,8,0.397065158,423,4,7,1
7.595208522,657,0.66,0.014202641,7,0.407988507,412,4,14,1
7.571590796,791,0.93,0.004255629,6,0.300963954,390,4,4,0
7.547223108,666,1.63,0.00276306,7,0.375011152,410,2,11,1
7.542214883,808,2.51,0.020080389,7,0.408932065,416,2,8,1
7.545037716,916,0.97,0.024912403,7,0.307954331,429,3,4,1
7.54492237,734,2.62,0.026679329,7,0.377146038,390,4,5,2
7.595716481,793,1.93,0.004961169,6,0.397399846,392,1,19,0
7.552284984,653,0.57,0.00347678,8,0.347711417,412,3,20,1
7.584614481,969,2.61,0.015506329,8,0.329345759,390,3,12,0
7.55190405,825,0.57,0.015624053,8,0.345593869,395,4,15,2
7.557844052,899,1.73,0.011496387,6,0.30935601,412,3,1,1
7.54627715,979,1.23,0.011159777,8,0.378379386,412,3,12,1
7.513908326,745,3.83,0.004301181,6,0.316473193,390,3,7,0
7.513898591,773,1.76,0.018621933,8,0.357714593,390,1,20,2
7.516044078,856,1.71,0.017102182,7,0.402377541,406,2,18,1
7.587867457,974,2.38,0.018151183,8,0.315196707,404,3,4,1
7.508484598,660,3.83,0.003385602,8,0.381044076,430,1,1,1
7.548826449,735,2.17,0.010761368,7,0.365410745,392,1,1,2
7.557105921,855,3.13,0.017437825,8,0.333536422,425,1,14,1
7.574040983,903,1.24,0.00600035,8,0.376123758,422,4,15,1
7.522992293,979,1.45,0.013905307,6,0.336790456,392,3,8,0
7.555048961,630,0.76,0.0212935,6,0.34089409,407,1,19,1
7.541382688,913,2.28,0.018099432,7,0.308689501,414,3,10,1
7.50882407,711,4.06,0.01295783,6,0.374650877,408,2,8,1
7.597071119,686,0.79,0.010530607,8,0.341632242,406,1,15,1
7.597104742,831,3.91,0.003289893,6,0.362779251,420,3,5,1
7.53314672,776,4.15,0.020569975,7,0.40423853,394,1,5,0
7.58224069,680,0.63,0.0046486,8,0.308051518,405,2,13,1
7.514086389,913,1.07,0.022803556,6,0.392603509,416,4,3,1
7.531006554,694,1.18,0.029803237,7,0.314315512,429,2,1,1
7.592776971,647,0.53,0.012012407,8,0.392242159,414,2,11,1
7.524853276,704,1.69,0.016981612,6,0.397581651,396,1,20,2
7.516866975,748,0.69,0.003297199,8,0.329728957,407,4,13,1
7.506837033,676,3.05,0.020878247,7,0.359365566,418,4,3,1
7.563868798,784,3.71,0.012324698,7,0.385524017,421,3,15,1
7.545408,770,2.44,0.015165124,7,0.361185605,391,4,1,2
7.502035945,945,4.03,0.015244862,8,0.407309704,396,3,20,0
7.549607343,652,3.41,0.023896247,7,0.360032754,426,4,2,1
7.534278134,626,1.89,0.003173354,7,0.33969001,423,4,14,1
7.529595877,969,3.04,0.0138875,7,0.30179434,429,4,2,1
7.571334241,925,3.13,0.018112852,7,0.387782346,430,3,18,1
7.550261314,972,3.43,0.007546098,8,0.376360081,409,2,17,1
7.582626682,647,3.88,0.028039918,6,0.3493343,405,4,7,1
7.554482763,702,0.14,0.009769324,6,0.400994053,393,3,5,0
7.511404595,819,2.8,0.016522635,8,0.362462155,412,3,17,1
7.550885949,902,0.62,0.029418672,8,0.391763107,405,2,3,1
7.542624613,718,1.35,0.026764974,6,0.396423054,411,1,19,1
7.525700038,917,2.32,0.003339055,7,0.406948119,411,4,1,1
7.584578225,731,0.53,0.000978573,7,0.315657414,403,3,6,1
7.590999736,670,0.52,0.021520863,6,0.394488263,411,2,19,1
7.518499007,911,3.93,0.008999495,6,0.367563866,410,2,16,1
7.598383541,825,2.42,0.029503362,8,0.40073193,412,3,14,1
7.533157483,650,3.92,0.010325989,8,0.347343686,414,2,19,1
7.557025554,813,2.39,0.016698971,8,0.391763234,395,2,13,2
7.580454951,650,3.3,0.024904487,8,0.368337981,407,1,6,1
7.574922812,816,0.9,0.001654029,8,0.387964968,426,2,18,1
7.592158898,811,0.47,0.010523802,6,0.40667833,412,3,19,1
7.578030151,799,1,0.010101525,7,0.350116293,398,4,20,2
7.558258516,663,2.65,0.019239199,7,0.30557512,408,1,7,1
7.597701273,684,3.62,0.020966912,7,0.353057427,390,3,5,2
7.556173103,910,2.19,0.005919447,7,0.357241577,397,4,20,0
7.57742975,678,2.2,0.020231691,6,0.397719755,426,2,9,1
7.574963921,727,3.99,0.0169104,8,0.301847231,422,1,6,1
7.517508888,949,2.46,0.019278502,8,0.307323487,411,2,16,1
7.502767447,648,1.8,0.020106856,7,0.303006249,416,1,5,1
7.539203962,724,2.08,0.027943339,8,0.363260198,397,1,12,2
7.511674359,785,1.16,0.008794993,6,0.350589206,409,2,3,1
7.54815509,794,1.84,0.027164033,8,0.311799661,410,4,19,1
7.582854989,666,3.62,0.006630836,8,0.33772476,392,3,20,2
7.534825851,888,0.49,0.029598089,8,0.330076189,409,2,17,1
7.551687291,862,1,0.011292369,7,0.385901685,426,1,9,1
7.575939324,748,0.13,0.000973081,8,0.333996556,416,3,14,1
7.56127603,651,0.55,0.020018858,8,0.304723207,426,4,19,1
7.512043899,979,2.42,0.022973793,6,0.368562456,429,4,16,1
7.50350529,868,2.22,0.000125219,7,0.308185663,408,2,9,1
7.510280691,749,3.49,0.016776172,8,0.313358816,407,1,17,1
7.591898475,765,2.47,0.011938626,8,0.31001035,404,4,20,1
7.569919981,725,0.14,0.027630316,7,0.324085864,412,4,9,1
7.575252316,648,1.71,0.004735566,8,0.360739106,423,2,1,1
7.512223692,661,0.19,0.014026506,8,0.322621811,429,3,8,1
7.578045436,632,1.51,0.025228491,7,0.325619315,417,4,9,1
7.576963375,970,3.38,0.014953039,8,0.371678071,402,4,15,1
7.513135603,874,0.47,0.007626492,7,0.315019332,392,1,13,2
7.593376344,652,0.4,0.021183612,7,0.307142012,394,3,1,2
7.554177704,689,0.65,0.008898803,6,0.376351131,424,2,14,1
7.550311005,671,3.95,0.008733342,8,0.375640133,394,3,6,2
7.516644647,825,0.77,0.014957494,7,0.388018493,395,3,7,2
7.514027206,972,3.11,0.004566798,8,0.347297677,425,2,17,1
7.565228371,625,1.53,0.002189093,7,0.366895984,421,1,10,1
7.568983647,870,2.7,0.009541188,8,0.306148533,427,3,12,1
7.538656203,853,3.57,0.0110761,6,0.339854887,410,4,10,1
7.586141821,731,1.87,0.023888266,7,0.3236299,424,4,9,1
7.523096458,889,0.24,0.026650418,8,0.366755228,429,2,19,1
7.576691626,698,0.57,0.009264071,8,0.319427437,396,1,20,2
7.597848385,968,2.04,0.018469124,8,0.324466748,423,1,20,1
7.583818017,638,1.27,0.010650947,7,0.340902011,394,2,16,2
7.528372106,880,3.85,0.022347018,8,0.344869704,417,4,3,1
7.52130676,643,0.77,0.023002579,8,0.342108284,415,1,8,1
7.560443841,796,2.64,0.014538832,7,0.336956136,427,4,6,1
7.541808675,797,4.03,0.02043946,6,0.305417392,416,4,19,1
7.579888316,821,0.64,0.023674375,7,0.400826838,405,4,7,1
7.539337666,729,0.86,0.024547009,8,0.373420482,391,2,12,2
7.559967109,751,3.98,0.02897228,6,0.302566157,406,1,14,1
7.576137988,917,1.7,0.019112297,7,0.358183319,417,2,5,1
7.519207088,648,3.06,0.0202264,7,0.310250136,401,4,14,1
7.54087774,691,2.1,0.003302397,7,0.345669124,407,3,16,1
7.552701229,730,3.68,0.018821879,8,0.333307121,395,1,1,2
7.500957653,874,3.73,0.027560514,6,0.333325482,407,2,4,1
7.554951381,952,1.48,0.004696344,6,0.321724545,396,2,6,0
7.586996351,792,2.77,0.028982623,7,0.382375962,396,4,5,2
7.513238576,747,1.66,0.015518071,6,0.384407725,425,3,10,1
7.511519272,718,2.06,0.001150266,7,0.334934587,410,3,10,1
7.567229654,767,3.11,0.022312913,7,0.312730705,398,3,10,2
7.591091996,976,3.11,0.000778848,7,0.324052949,390,3,13,0
7.5157089,922,2.33,0.025894905,6,0.365049656,425,2,12,1
7.582948714,829,2.88,0.02475923,6,0.36058191,415,3,13,1
7.510419758,716,0.26,0.002210787,6,0.361157803,425,3,10,1
7.59708149,713,3.36,0.014865827,7,0.403646595,413,3,7,1
7.592671632,756,0.29,0.022831999,7,0.344456043,392,3,11,2
7.595604108,768,0.49,0.02066627,8,0.409448258,423,1,9,1
7.520010938,702,1.93,0.024712111,8,0.404595304,415,1,13,1
7.506779758,826,1.24,0.016991599,8,0.333905839,397,2,3,2
7.549913898,973,3.81,0.016396398,6,0.32531587,406,2,8,1
7.521809222,630,2.33,0.025681034,7,0.366095242,417,4,18,1
7.54281641,734,0.51,0.017844708,7,0.323154846,429,4,19,1
7.564158436,719,3.49,0.013526154,7,0.386954871,406,1,6,1
7.549827618,783,0.32,0.015665713,7,0.3855539,413,1,20,1
7.576046012,957,2.33,0.018185237,8,0.372352528,411,3,1,1
7.544261382,785,0.77,0.024582988,7,0.384772047,427,1,3,1
7.536791432,846,3.52,0.009555581,7,0.321526508,429,3,1,1
7.562974273,693,0.12,0.028127372,7,0.322828431,414,3,6,1
7.544038685,945,2.99,0.023575782,7,0.346270444,405,4,1,1
7.558627225,825,1.28,0.000166789,7,0.381960503,403,3,17,1
7.51584853,668,3.34,0.007733043,6,0.344081195,423,2,19,1
7.534656689,762,1.45,0.021716252,7,0.390270063,392,4,20,2
7.505951919,876,0.37,0.014634581,8,0.308718825,421,4,4,1
7.568264007,755,0.26,0.003295354,8,0.390051401,424,3,4,1
7.540643843,845,2.88,0.021436962,6,0.322280121,416,1,3,1
7.506390355,800,3.92,0.022478567,6,0.374239428,426,1,5,1
7.50314575,940,2.88,0.000493422,6,0.311486271,409,3,6,1
7.53932583,844,4.13,0.02739695,8,0.387490949,400,2,1,1
7.553236285,740,4.01,0.015475229,6,0.325940058,420,3,20,1
7.504205893,844,1.41,0.012539142,6,0.301570352,419,2,12,1
7.595053514,911,1.84,0.029845349,7,0.391787026,429,4,4,1
7.578621331,880,1.11,0.010849749,6,0.320211767,404,3,20,1
7.553284682,934,0.55,0.019339607,7,0.378561019,391,1,20,0
7.578234537,937,0.57,0.027203707,7,0.370447978,394,4,2,0
7.548460419,848,0.48,0.01231695,6,0.371641414,425,1,15,1
7.567339133,762,4.18,0.028750731,8,0.396652462,425,2,1,1
7.541402438,652,0.19,0.004145089,7,0.372616265,426,1,12,1
7.500058969,658,2.05,0.011901014,6,0.372514273,408,4,19,1
7.578379269,795,2.28,0.019407759,8,0.303588249,413,3,12,1
7.569634109,965,0.34,0.013571571,8,0.325725431,417,4,4,1
7.506040637,756,1.65,0.006096407,8,0.320355111,397,4,20,2
7.531674427,820,2.77,0.022040955,6,0.308991964,413,3,5,1
7.588754189,718,2.86,0.013039454,8,0.376684141,412,1,14,1
7.529414797,844,1.9,0.013490383,8,0.401906062,417,1,16,1
7.540036754,905,1.21,0.01767009,8,0.338540274,405,3,15,1
7.513273121,921,2.73,0.021657364,6,0.312299065,392,2,5,0
7.528533691,907,3.78,0.021776112,8,0.31836198,407,4,3,1
7.503941923,834,2.12,0.026462561,8,0.338558298,420,1,14,1
7.566822031,924,3.56,0.027737013,7,0.343716304,407,1,16,1
7.530071703,646,3.11,0.016812745,8,0.361021759,393,1,14,2
7.585831221,703,1.89,0.020789523,6,0.400307389,429,1,14,1
7.554705335,787,1.8,0.02353569,7,0.374818576,411,3,20,1
7.561527634,804,3.48,0.001297586,8,0.321938093,409,1,11,1
7.575648125,691,0.58,0.008318326,7,0.398105318,402,2,15,1
7.560425158,821,1.58,0.006554789,8,0.387651513,406,3,5,1
7.597133586,891,0.17,0.00860932,8,0.409043365,399,3,15,0
7.591928563,758,3.33,0.014565649,8,0.343278727,426,3,1,1
7.54581149,789,0.39,0.022837141,6,0.32895911,397,1,13,2
7.520061884,952,4.15,0.011596227,8,0.35998149,394,3,8,0
7.500573959,939,2.35,0.024160577,8,0.373761213,425,1,12,1
7.532893329,758,2.33,0.023021983,8,0.305949497,410,1,12,1
7.539354622,713,1.22,0.007705987,8,0.379307186,428,1,16,1
7.585285001,908,1.5,0.017122371,8,0.362474005,405,2,18,1
7.582161846,688,3.93,0.025130777,8,0.409365569,396,1,14,0
7.567861311,667,1.86,0.027240747,7,0.304003641,412,4,11,1
7.53619544,892,3.03,0.010325605,6,0.370701959,408,3,5,1
7.562053918,676,1.9,0.023692231,6,0.381171438,411,3,16,1
7.518232967,765,2.67,0.003874438,8,0.40153946,390,4,1,0
7.581946715,653,4,0.012136099,8,0.332127208,412,4,5,1
7.555428004,834,1.29,0.004613362,8,0.316714573,392,1,12,0
7.574941107,879,1.24,0.025620011,8,0.395976689,424,1,10,1
7.590908808,784,2.44,0.009263043,6,0.372452162,390,1,19,2
7.580099053,631,1.56,0.023268966,8,0.301222897,405,4,20,1
7.568561697,704,0.81,0.015685921,6,0.317539315,398,1,1,2
7.584700673,782,1.17,0.005360584,8,0.362350152,412,3,18,1
7.516810455,891,2.4,0.012959054,6,0.342611183,404,2,16,1
7.596366121,870,2.56,0.006465118,8,0.388227167,391,2,1,2
7.593386469,639,2.51,0.026660472,7,0.338959708,409,4,11,1
7.50551717,825,0.33,0.012630548,8,0.337283104,421,3,13,1
7.516926564,975,1.8,0.02580166,7,0.338330348,390,4,4,0
7.505970844,661,1.35,0.008143723,6,0.320922219,415,3,19,1
7.516638032,785,2.96,0.00681916,7,0.409257687,405,4,5,1
7.574594992,811,0.92,0.026617997,6,0.323145498,409,4,17,1
7.572835192,938,2.92,0.005486388,7,0.382242132,410,2,16,1
7.525707689,717,1.15,0.001985306,7,0.40617371,420,4,20,1
7.578863101,874,2.03,0.005889136,8,0.386245271,414,4,9,1
7.583101195,820,0.36,0.024989316,7,0.394189798,419,2,18,1
7.506630049,960,3.87,0.015438306,8,0.300309779,426,4,7,1
7.526563776,946,3.03,0.017841338,8,0.339630601,418,4,11,1
7.505036163,852,3.16,0.000458438,7,0.402530652,420,4,18,1
7.55184376,968,3.49,0.006809593,6,0.305089131,415,1,3,1
7.588903034,826,1.58,0.022666216,7,0.323032356,402,2,7,1
7.516429142,726,1.35,0.004539951,7,0.400238725,397,4,10,0
7.593626082,780,3.83,0.003654861,7,0.310592508,416,2,11,1
7.53569645,687,1.25,0.014688752,8,0.326323417,415,4,7,1
7.500413224,750,1.14,0.006895516,7,0.383005269,425,2,1,1
7.586586473,930,3.28,0.029735172,7,0.31448522,390,3,7,0
7.516093066,892,1.07,0.027055243,7,0.395884461,399,3,12,2
7.544913513,854,3.23,0.019082843,7,0.404983307,405,1,8,1
7.597719284,921,0.69,0.014510844,7,0.371272199,423,3,15,1
7.533912211,730,0.29,0.008864694,8,0.347840692,404,4,5,1
7.546038196,697,2.42,0.028992382,8,0.389804287,407,4,10,1
7.567810982,935,3.41,0.006414333,7,0.39533098,406,4,3,1
7.53721466,790,0.73,0.016151371,6,0.347034901,395,1,8,2
7.597556483,695,0.87,0.01497338,8,0.30907362,430,2,5,1
7.569111673,952,0.54,0.003392505,7,0.404963491,410,4,11,1
7.538902706,757,0.29,0.000949847,6,0.390573945,395,4,11,0
7.545205837,677,2.2,0.011234491,7,0.365420505,415,3,11,1
7.539873212,979,2.56,0.009790462,8,0.331508732,393,2,5,0
7.545923499,930,2.65,0.015981333,8,0.366263271,400,1,8,1
7.509600548,814,1.38,0.020584597,8,0.397697278,416,2,11,1
7.515082165,964,3.58,0.028216968,7,0.314805153,408,2,9,1
7.518383475,669,2.59,0.025464781,8,0.366928854,413,1,7,1
7.593456194,626,4.15,0.028220665,8,0.365563544,405,3,20,1
7.595240302,858,3.42,0.010818633,7,0.407144905,420,4,10,1
7.531839694,712,3.78,0.017844854,6,0.39417768,430,1,20,1
